MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,OceanProximity,MedianHouseValue
1.143,34.3,2.0,0.44,374.0,2.91,41.472,-117.002,<1H OCEAN,114.3
2.556,43.1,3.27,0.55,1058.0,2.71,38.098,-122.963,ISLAND,206.4
2.26,46.4,3.51,0.85,1339.0,2.28,37.468,-123.372,<1H OCEAN,183.3
1.923,30.6,2.81,0.74,412.0,3.63,33.179,-115.872,INLAND,137.8
3.48,17.0,4.94,1.1,296.0,3.02,33.919,-116.277,<1H OCEAN,192.8
8.236,9.3,10.72,2.19,460.0,2.17,40.57,-117.59,INLAND,345.2
3.374,18.6,4.08,0.8,855.0,4.58,41.911,-122.339,<1H OCEAN,224.8
6.144,28.5,7.61,1.54,2825.0,3.33,36.444,-119.497,NEAR BAY,331.2
5.409,11.0,6.59,1.24,1111.0,3.63,40.196,-118.273,NEAR BAY,271.8
2.336,49.6,3.04,0.62,1856.0,3.84,38.462,-114.979,<1H OCEAN,173.3
5.089,46.8,6.32,1.3,430.0,2.65,41.611,-122.606,<1H OCEAN,252.1
8.506,2.7,11.07,2.13,334.0,3.43,34.762,-119.146,INLAND,337.6
1.403,29.7,2.0,0.56,529.0,1.46,37.676,-122.722,<1H OCEAN,111.4
5.405,41.3,6.01,1.19,652.0,3.77,36.384,-119.862,NEAR BAY,288.4
3.12,13.5,4.04,0.71,1153.0,2.95,37.646,-122.299,<1H OCEAN,186.6
2.102,27.7,2.89,0.56,2757.0,3.42,35.054,-115.938,<1H OCEAN,125.0
4.095,21.7,4.5,0.84,866.0,2.94,37.229,-121.753,INLAND,161.3
4.161,11.0,4.56,0.83,1078.0,4.45,38.436,-120.129,INLAND,183.0
10.913,32.4,12.0,2.56,206.0,3.98,33.272,-120.222,INLAND,437.1
2.157,51.7,2.32,0.47,241.0,0.91,39.558,-115.637,<1H OCEAN,176.7
3.371,19.6,3.84,0.87,305.0,3.44,39.212,-116.722,<1H OCEAN,172.5
3.333,29.2,3.77,0.8,1641.0,2.77,40.864,-123.724,<1H OCEAN,217.2
2.148,17.7,2.7,0.59,999.0,3.47,36.546,-123.629,<1H OCEAN,163.2
1.765,45.7,2.67,0.53,457.0,3.46,33.086,-118.788,NEAR OCEAN,221.9
2.52,45.1,3.36,0.63,1278.0,2.41,36.884,-120.023,<1H OCEAN,211.8
3.052,10.1,3.43,0.82,1144.0,2.91,33.807,-121.544,<1H OCEAN,185.6
1.687,46.9,2.69,0.6,312.0,2.18,38.651,-116.374,INLAND,69.8
5.584,8.7,7.14,1.41,1427.0,4.19,32.948,-123.014,<1H OCEAN,280.4
4.405,5.9,5.78,1.26,1949.0,3.26,36.053,-114.559,NEAR OCEAN,280.1
1.431,34.3,2.2,0.59,605.0,3.35,33.287,-124.059,INLAND,87.1
2.492,20.7,2.73,0.58,1596.0,3.24,32.532,-123.118,<1H OCEAN,199.5
3.524,28.1,3.77,0.91,467.0,2.15,41.625,-121.187,NEAR BAY,239.4
4.923,34.3,5.74,1.1,1896.0,3.51,41.963,-119.209,INLAND,224.9
3.066,3.7,4.17,0.74,3113.0,4.43,37.777,-122.139,INLAND,140.5
4.763,15.9,5.13,0.99,900.0,1.76,34.77,-116.938,NEAR OCEAN,263.9
3.96,24.5,4.09,0.82,537.0,3.06,41.155,-120.725,NEAR OCEAN,271.8
5.089,14.6,5.2,1.2,811.0,3.61,41.269,-123.915,<1H OCEAN,240.0
1.973,3.5,2.0,0.36,545.0,2.4,40.618,-115.523,<1H OCEAN,128.1
4.484,5.4,4.99,1.04,201.0,3.59,37.672,-114.861,<1H OCEAN,220.1
3.127,41.9,3.82,0.87,1461.0,3.04,33.21,-118.114,NEAR OCEAN,235.6
6.043,47.5,6.68,1.38,252.0,2.43,33.34,-116.235,NEAR BAY,313.5
1.944,8.8,2.66,0.48,483.0,0.99,41.018,-123.089,<1H OCEAN,126.8
4.004,13.7,4.83,0.84,1738.0,2.92,40.82,-121.612,<1H OCEAN,209.7
3.387,34.3,3.04,0.73,1515.0,2.94,36.627,-121.048,NEAR OCEAN,265.6
2.935,49.7,3.51,0.6,291.0,4.05,35.617,-114.692,<1H OCEAN,201.9
2.565,16.3,3.15,0.59,1495.0,3.27,38.619,-119.178,<1H OCEAN,164.7
2.686,44.6,4.18,0.84,3401.0,2.58,40.166,-124.226,<1H OCEAN,198.9
7.906,26.8,9.61,2.05,293.0,1.74,39.451,-120.498,<1H OCEAN,393.5
2.884,49.8,2.58,0.61,845.0,3.7,38.348,-124.222,NEAR BAY,183.8
7.579,7.9,9.21,1.86,1769.0,3.09,34.699,-121.922,NEAR BAY,354.2
2.934,50.7,3.61,0.84,1522.0,2.68,34.994,-119.753,<1H OCEAN,212.6
3.601,23.5,4.62,1.07,508.0,2.57,39.379,-121.066,NEAR BAY,195.2
3.255,49.6,5.22,1.0,414.0,3.99,40.125,-123.973,<1H OCEAN,200.0
7.826,24.4,9.12,1.79,2040.0,4.11,33.603,-123.137,NEAR OCEAN,399.1
5.234,28.0,5.95,1.27,3955.0,2.5,34.279,-118.791,<1H OCEAN,285.8
2.416,42.0,3.13,0.8,1951.0,1.16,38.964,-117.344,NEAR OCEAN,214.4
1.186,37.9,2.34,0.4,4163.0,2.83,36.195,-120.255,<1H OCEAN,124.7
2.454,32.6,3.28,0.47,1315.0,3.18,37.851,-116.985,<1H OCEAN,138.6
6.671,22.3,7.83,1.63,3376.0,3.06,38.341,-122.667,NEAR BAY,336.1
1.499,41.4,2.29,0.59,1607.0,1.74,39.874,-123.079,<1H OCEAN,145.5
1.228,49.4,2.37,0.49,3075.0,4.23,40.154,-115.905,ISLAND,143.9
2.121,1.5,2.16,0.7,411.0,1.51,35.161,-120.908,<1H OCEAN,164.9
1.678,31.0,2.0,0.32,2229.0,2.4,37.642,-119.978,<1H OCEAN,126.7
1.862,45.2,2.26,0.38,463.0,2.18,33.673,-114.824,NEAR OCEAN,210.4
0.826,34.3,2.0,0.32,233.0,2.14,40.499,-120.059,INLAND,67.2
3.639,41.8,5.06,1.02,1075.0,1.25,40.532,-124.265,<1H OCEAN,238.1
4.072,46.6,4.65,0.94,660.0,3.05,35.345,-114.92,<1H OCEAN,244.0
2.876,39.3,3.65,0.65,253.0,4.13,34.026,-124.159,INLAND,161.7
1.198,37.6,2.22,0.56,4913.0,2.87,33.166,-117.677,<1H OCEAN,113.4
2.129,50.2,2.67,0.56,1518.0,2.19,37.962,-121.071,INLAND,115.9
3.997,45.0,4.6,0.82,2985.0,4.13,33.369,-119.596,INLAND,192.2
4.317,42.6,5.47,1.15,8593.0,3.67,38.966,-118.827,INLAND,202.2
0.853,5.4,2.0,0.36,797.0,2.32,38.942,-120.215,NEAR BAY,95.9
3.315,13.2,4.15,0.84,553.0,3.26,38.333,-116.556,INLAND,148.4
2.018,29.4,2.33,0.55,444.0,3.86,40.827,-114.993,<1H OCEAN,159.6
3.186,37.2,3.75,0.85,1069.0,2.28,36.094,-123.436,<1H OCEAN,233.6
1.27,16.5,2.0,0.49,1318.0,3.1,41.072,-116.297,INLAND,59.8
0.961,5.8,2.0,0.4,967.0,2.69,32.851,-123.013,<1H OCEAN,114.2
2.829,16.9,3.89,0.68,788.0,2.05,33.571,-123.497,<1H OCEAN,155.4
2.992,40.3,3.69,0.71,421.0,3.13,36.416,-114.742,NEAR OCEAN,239.4
1.802,45.7,2.8,0.56,900.0,3.35,38.143,-119.407,NEAR OCEAN,197.3
7.212,47.6,7.53,1.66,307.0,3.04,32.808,-122.774,INLAND,300.3
1.981,20.3,2.12,0.37,2603.0,2.35,37.891,-118.6,INLAND,96.4
1.957,20.0,2.0,0.42,258.0,4.68,35.42,-121.668,<1H OCEAN,146.6
3.249,21.7,3.77,0.63,775.0,2.61,40.928,-119.657,INLAND,159.3
3.004,20.2,3.09,0.65,327.0,3.45,37.566,-118.053,NEAR OCEAN,235.9
1.987,35.0,2.0,0.4,1990.0,3.65,38.085,-115.607,INLAND,81.9
4.054,19.3,5.2,1.03,650.0,1.01,41.483,-124.269,<1H OCEAN,251.5
4.036,2.0,4.55,0.99,344.0,3.66,39.76,-122.159,INLAND,153.8
3.289,23.4,4.22,0.78,1110.0,3.01,36.664,-123.337,INLAND,138.2
3.62,12.4,3.75,0.89,3176.0,2.79,37.03,-123.329,<1H OCEAN,214.5
3.123,2.5,2.93,0.51,3072.0,2.9,38.655,-114.842,<1H OCEAN,193.9
3.014,25.0,3.74,0.88,545.0,3.47,34.402,-114.939,NEAR OCEAN,221.1
1.285,11.5,2.0,0.24,1726.0,1.17,33.342,-116.807,INLAND,59.7
3.397,24.1,3.77,0.78,237.0,3.03,35.457,-117.869,NEAR OCEAN,263.4
5.287,15.2,5.84,1.23,370.0,3.34,39.895,-115.82,<1H OCEAN,255.0
3.624,31.8,4.97,0.96,1031.0,4.73,34.945,-123.716,<1H OCEAN,164.4
2.644,51.5,3.14,0.66,512.0,1.92,33.742,-123.105,<1H OCEAN,207.8
5.153,28.9,5.68,1.1,2121.0,3.35,34.581,-121.129,INLAND,247.5
3.626,34.0,3.6,0.77,3410.0,2.61,38.95,-115.975,INLAND,140.4
1.97,47.9,2.02,0.43,205.0,3.39,38.333,-119.578,NEAR OCEAN,206.7
5.145,20.1,5.98,1.42,518.0,3.69,39.039,-119.264,INLAND,211.9
2.338,9.5,3.19,0.5,895.0,2.41,35.559,-122.007,ISLAND,153.7
1.549,15.4,2.0,0.42,1194.0,4.56,41.058,-117.816,<1H OCEAN,82.9
1.82,21.5,2.12,0.38,3171.0,4.06,36.792,-115.422,<1H OCEAN,114.7
2.204,33.9,2.19,0.45,2869.0,3.63,37.38,-121.005,<1H OCEAN,174.2
1.237,1.2,2.17,0.42,1417.0,2.71,41.514,-118.108,INLAND,47.8
6.369,44.5,8.13,1.59,557.0,2.56,41.803,-120.981,<1H OCEAN,370.5
0.93,4.9,2.0,0.35,2035.0,3.35,38.785,-116.373,INLAND,52.9
4.341,46.9,5.18,1.11,472.0,2.68,41.476,-119.55,<1H OCEAN,241.9
3.731,49.4,4.68,0.9,4229.0,2.58,37.644,-120.905,<1H OCEAN,253.2
3.589,51.5,3.02,0.6,207.0,4.53,35.419,-120.1,INLAND,218.9
4.029,42.3,4.94,1.01,1212.0,3.44,35.493,-123.388,<1H OCEAN,243.5
2.806,8.2,4.33,0.79,311.0,3.66,37.81,-115.639,NEAR OCEAN,216.9
4.352,37.0,4.93,1.05,828.0,4.5,38.248,-114.719,NEAR OCEAN,310.2
2.96,11.4,3.06,0.52,1409.0,3.07,36.676,-119.526,<1H OCEAN,174.1
2.482,46.8,2.91,0.63,1604.0,2.49,40.896,-122.087,NEAR OCEAN,184.4
1.34,17.1,2.0,0.44,2048.0,2.14,36.554,-117.653,INLAND,78.4
3.823,17.7,4.13,0.81,1280.0,4.08,35.098,-119.776,INLAND,183.0
3.865,47.8,4.77,0.84,547.0,2.7,32.576,-121.777,<1H OCEAN,272.1
3.118,1.7,4.15,0.83,2841.0,0.64,41.72,-123.916,INLAND,104.1
4.878,10.9,5.99,1.09,2200.0,0.87,40.331,-115.403,<1H OCEAN,232.7
5.891,22.5,6.5,1.29,409.0,1.82,38.348,-116.333,<1H OCEAN,289.9
2.269,36.7,2.39,0.56,2302.0,2.7,40.39,-116.01,<1H OCEAN,166.8
4.444,34.0,5.49,1.1,4519.0,2.82,40.198,-119.902,INLAND,215.8
1.323,35.1,2.0,0.53,1417.0,3.42,41.353,-116.767,INLAND,58.6
3.254,45.9,3.8,0.79,597.0,2.09,36.168,-118.488,NEAR BAY,235.8
2.82,7.2,2.94,0.66,1319.0,3.17,37.771,-120.552,INLAND,136.5
4.956,27.6,6.33,1.34,703.0,3.71,33.437,-115.873,NEAR BAY,288.9
2.383,38.0,3.77,0.89,1552.0,2.88,41.67,-114.312,NEAR OCEAN,209.5
6.065,33.4,7.84,1.44,1144.0,2.63,41.859,-115.307,<1H OCEAN,274.7
2.722,23.9,4.26,0.8,3382.0,2.31,39.996,-116.538,INLAND,160.0
1.339,1.9,2.0,0.4,1355.0,3.92,36.814,-116.825,INLAND,43.2
1.001,4.1,2.0,0.48,489.0,1.9,37.217,-117.798,INLAND,57.7
4.697,7.1,6.28,1.27,1750.0,4.26,36.636,-115.764,INLAND,196.0
1.236,18.5,2.0,0.4,630.0,2.98,35.286,-119.369,INLAND,86.8
4.129,7.0,4.54,1.01,582.0,2.17,37.514,-122.483,<1H OCEAN,219.8
4.647,22.7,5.1,0.99,797.0,3.67,33.008,-116.62,INLAND,205.5
1.95,10.1,2.29,0.42,214.0,3.41,41.923,-115.105,<1H OCEAN,139.7
3.681,40.7,3.66,0.79,4374.0,3.33,36.528,-120.886,<1H OCEAN,238.2
7.188,45.4,9.47,2.13,1112.0,3.56,41.31,-116.47,INLAND,299.2
2.86,20.9,2.79,0.56,1982.0,3.13,39.381,-121.563,INLAND,168.6
1.08,27.1,2.0,0.34,558.0,3.37,35.254,-114.874,<1H OCEAN,113.4
2.151,49.6,2.0,0.34,1847.0,4.09,34.609,-117.465,INLAND,137.3
7.7,28.3,10.26,2.02,1205.0,3.16,41.959,-118.607,INLAND,361.0
4.857,51.7,6.45,1.42,862.0,3.66,39.835,-116.501,<1H OCEAN,285.5
1.453,8.2,2.0,0.36,4435.0,1.24,34.872,-116.168,INLAND,44.8
5.807,45.0,7.12,1.45,1017.0,3.26,33.141,-115.376,<1H OCEAN,297.7
5.992,26.4,7.07,1.4,1486.0,5.02,39.121,-115.289,NEAR OCEAN,341.8
2.401,2.2,2.96,0.46,219.0,1.57,35.379,-123.773,<1H OCEAN,154.4
1.306,50.6,2.0,0.37,631.0,4.6,34.603,-123.071,INLAND,101.5
5.524,50.2,6.23,1.0,2835.0,3.58,39.482,-116.039,NEAR BAY,333.7
8.259,20.5,9.88,1.99,1907.0,1.64,38.953,-114.839,NEAR OCEAN,406.1
1.983,49.7,2.0,0.45,1123.0,3.03,37.073,-121.223,NEAR OCEAN,213.5
4.697,8.2,5.68,1.05,2965.0,3.32,41.455,-124.214,<1H OCEAN,256.8
2.015,35.7,2.0,0.35,999.0,3.73,38.957,-121.073,<1H OCEAN,170.7
1.96,10.8,3.01,0.47,1203.0,2.65,40.987,-120.471,INLAND,38.7
3.688,13.6,3.69,0.52,778.0,3.56,34.31,-116.69,<1H OCEAN,200.9
1.819,40.7,2.33,0.32,1361.0,4.11,35.318,-123.824,NEAR BAY,171.6
3.063,20.2,4.09,0.88,661.0,3.71,33.493,-122.174,<1H OCEAN,172.5
6.1,1.4,8.25,1.62,784.0,3.95,35.394,-115.36,<1H OCEAN,271.4
1.141,22.1,2.26,0.47,4269.0,2.64,41.732,-122.752,INLAND,74.6
5.044,12.6,6.75,1.55,342.0,3.55,41.647,-116.708,NEAR OCEAN,307.9
3.521,35.8,4.22,0.94,333.0,4.84,39.724,-120.687,<1H OCEAN,224.1
4.06,10.9,5.43,1.14,253.0,2.14,37.45,-117.673,NEAR BAY,208.2
3.329,44.0,4.13,0.78,663.0,3.34,39.917,-123.562,INLAND,142.0
6.573,14.6,8.07,1.77,809.0,2.11,37.758,-121.434,NEAR OCEAN,383.6
3.93,21.0,4.41,1.0,319.0,4.0,32.533,-120.052,INLAND,240.8
2.53,16.2,3.91,0.87,1156.0,1.42,37.265,-115.728,NEAR OCEAN,171.8
3.529,33.8,3.83,0.77,1250.0,2.55,38.19,-118.665,<1H OCEAN,238.6
2.446,6.2,2.4,0.39,1868.0,4.85,35.025,-123.848,NEAR OCEAN,189.3
2.049,25.4,2.66,0.68,4674.0,2.6,34.431,-116.281,INLAND,108.6
5.77,18.1,6.03,1.29,1359.0,2.95,35.101,-123.755,INLAND,244.1
2.454,46.1,3.0,0.58,342.0,4.0,38.424,-114.956,<1H OCEAN,228.9
0.954,4.7,2.0,0.37,311.0,2.89,33.888,-122.183,INLAND,25.9
4.086,43.3,5.11,0.9,2004.0,1.37,39.343,-119.421,<1H OCEAN,236.0
2.541,9.6,3.07,0.69,1461.0,2.14,36.515,-123.577,<1H OCEAN,160.8
7.279,5.5,8.32,1.68,412.0,4.05,35.857,-118.683,<1H OCEAN,356.9
4.476,11.3,4.62,0.96,551.0,4.18,40.169,-119.328,<1H OCEAN,264.8
7.078,6.2,8.93,1.88,1865.0,1.39,37.308,-120.198,INLAND,297.9
4.979,27.6,5.99,1.27,1202.0,2.24,36.095,-123.944,<1H OCEAN,275.7
5.858,51.4,7.34,1.38,1255.0,2.46,40.842,-115.511,<1H OCEAN,316.6
3.958,2.8,3.65,0.73,483.0,2.7,35.998,-116.274,<1H OCEAN,220.8
5.168,24.5,6.57,1.35,1390.0,2.26,40.661,-117.97,INLAND,212.1
1.87,20.7,3.24,0.7,1967.0,3.08,37.29,-118.578,INLAND,95.4
4.965,18.3,6.63,1.17,2798.0,2.54,34.476,-117.351,<1H OCEAN,258.9
1.288,17.9,2.0,0.3,1801.0,2.66,38.322,-122.86,INLAND,46.2
3.07,46.6,3.16,0.7,1231.0,2.09,35.211,-114.974,<1H OCEAN,241.3
2.212,2.0,2.71,0.61,1542.0,3.63,33.898,-121.453,NEAR OCEAN,160.4
3.701,40.5,4.52,1.06,997.0,1.89,33.322,-117.735,<1H OCEAN,222.6
2.415,13.9,2.65,0.37,509.0,3.31,34.796,-118.232,NEAR OCEAN,166.0
1.323,20.5,2.0,0.49,2767.0,3.8,39.497,-117.934,<1H OCEAN,116.0
1.24,22.4,2.54,0.55,1113.0,4.59,40.461,-115.51,INLAND,76.2
1.403,16.5,2.0,0.29,1283.0,3.4,40.686,-121.341,<1H OCEAN,101.2
3.758,5.8,4.3,0.68,5739.0,3.18,35.066,-116.811,<1H OCEAN,168.6
3.841,6.8,4.89,1.07,5241.0,1.65,38.779,-118.316,INLAND,151.6
2.409,16.2,3.98,0.7,1259.0,4.18,34.688,-123.539,NEAR OCEAN,196.2
4.166,42.9,4.85,0.84,241.0,3.11,38.416,-120.158,INLAND,196.3
2.889,7.9,2.57,0.56,805.0,3.25,40.929,-115.92,INLAND,153.6
3.994,38.9,3.72,0.74,3523.0,3.32,32.888,-121.147,<1H OCEAN,247.6
3.186,15.7,5.08,1.07,608.0,3.09,41.86,-119.477,NEAR BAY,195.1
5.074,46.1,5.13,1.07,8865.0,3.01,40.357,-119.414,NEAR OCEAN,336.4
1.849,22.8,2.26,0.79,306.0,2.71,39.736,-118.12,<1H OCEAN,148.7
0.834,9.8,2.0,0.47,1208.0,3.58,39.068,-115.46,NEAR OCEAN,122.3
2.907,51.3,3.09,0.68,1069.0,1.8,39.818,-122.565,<1H OCEAN,188.6
3.384,10.0,3.74,0.66,554.0,1.78,41.949,-119.254,INLAND,192.8
1.585,29.9,2.0,0.56,3762.0,2.32,39.817,-120.057,INLAND,84.4
1.772,30.0,2.74,0.5,1358.0,4.0,35.84,-121.341,INLAND,95.4
4.408,20.0,5.5,1.01,514.0,3.36,38.332,-115.104,<1H OCEAN,243.2
4.474,49.5,5.16,1.01,782.0,2.49,35.701,-124.218,NEAR BAY,253.4
2.83,44.0,3.11,0.67,1733.0,2.36,41.716,-123.079,NEAR OCEAN,242.0
1.039,43.3,2.0,0.35,624.0,2.94,41.051,-116.967,NEAR OCEAN,140.6
4.311,50.7,5.22,0.96,2740.0,3.32,37.892,-121.666,<1H OCEAN,277.3
3.362,24.3,5.08,0.93,417.0,4.09,39.922,-117.068,<1H OCEAN,198.8
2.24,6.0,2.46,0.51,569.0,4.64,41.142,-115.977,INLAND,116.9
5.379,40.0,6.67,1.39,388.0,2.9,34.814,-121.754,NEAR OCEAN,347.5
0.523,20.4,2.0,0.46,332.0,4.76,38.005,-122.381,NEAR BAY,95.1
3.076,10.7,3.47,0.54,629.0,3.06,37.076,-122.847,<1H OCEAN,165.7
4.343,25.6,5.73,1.06,8726.0,3.24,39.83,-122.299,INLAND,195.6
1.296,48.2,2.14,0.52,319.0,3.78,36.101,-121.628,INLAND,105.5
1.207,9.7,2.37,0.43,487.0,3.9,39.235,-115.613,<1H OCEAN,108.4
7.646,44.3,9.4,1.9,580.0,4.26,36.328,-116.6,<1H OCEAN,364.1
4.444,22.3,5.95,1.45,1358.0,1.97,33.555,-124.282,<1H OCEAN,265.3
6.599,8.0,8.23,1.42,1841.0,3.1,33.518,-115.559,INLAND,285.4
5.163,44.3,5.99,1.18,1873.0,4.0,33.631,-123.512,NEAR OCEAN,301.9
3.798,50.5,3.8,0.83,210.0,2.15,32.809,-117.747,NEAR OCEAN,284.8
8.212,15.9,9.74,1.85,1466.0,1.5,37.563,-122.785,INLAND,357.5
3.563,16.5,3.7,0.73,1395.0,1.81,38.883,-123.677,<1H OCEAN,193.7
2.929,20.9,4.04,0.69,1075.0,2.9,33.704,-116.702,INLAND,107.4
5.166,42.5,6.76,1.41,772.0,4.62,38.313,-119.628,NEAR OCEAN,309.2
5.431,1.5,6.01,1.13,2116.0,1.79,38.179,-118.309,INLAND,216.3
4.115,12.4,5.49,1.06,706.0,2.07,33.897,-120.046,<1H OCEAN,243.2
2.238,37.0,2.1,0.51,514.0,2.6,36.339,-123.628,NEAR BAY,147.4
5.154,21.7,6.91,1.44,645.0,2.21,39.674,-116.904,NEAR OCEAN,291.9
2.211,17.8,2.57,0.61,895.0,2.06,32.659,-116.096,NEAR OCEAN,186.7
3.247,45.5,4.13,1.0,489.0,1.37,33.896,-123.886,NEAR BAY,230.0
1.768,47.8,2.85,0.58,1322.0,2.58,41.96,-120.543,<1H OCEAN,194.0
1.844,49.3,2.51,0.71,2787.0,4.57,39.469,-118.727,NEAR OCEAN,205.0
0.641,14.9,2.0,0.42,1286.0,3.44,36.909,-118.248,INLAND,24.1
2.877,47.5,3.89,0.91,910.0,3.94,38.483,-118.518,<1H OCEAN,187.2
3.867,38.6,4.16,0.83,2113.0,2.52,40.539,-117.371,INLAND,213.0
8.041,8.9,8.69,1.82,1854.0,2.33,40.502,-114.632,INLAND,303.5
2.093,32.1,3.08,0.57,749.0,3.42,35.585,-120.394,<1H OCEAN,163.3
3.315,2.3,3.32,0.8,1312.0,3.07,37.167,-118.734,NEAR BAY,210.8
2.97,37.1,4.02,0.92,1771.0,2.96,38.562,-117.309,<1H OCEAN,195.3
3.954,38.4,4.81,0.94,538.0,4.34,33.183,-118.376,NEAR BAY,217.3
2.624,41.3,3.14,0.64,747.0,2.36,41.485,-120.432,<1H OCEAN,198.6
4.492,9.8,4.92,0.89,334.0,2.25,36.611,-118.059,<1H OCEAN,239.6
1.693,33.0,2.0,0.49,5476.0,3.68,36.023,-117.799,<1H OCEAN,153.6
3.146,10.1,3.78,0.84,308.0,3.57,41.117,-118.45,INLAND,145.5
3.831,49.3,4.7,0.82,422.0,2.16,33.624,-122.249,<1H OCEAN,253.0
5.608,35.4,6.28,1.47,984.0,3.06,32.873,-119.24,NEAR BAY,308.6
4.54,5.9,5.82,1.2,2605.0,1.57,39.008,-115.456,INLAND,199.8
3.104,10.5,4.13,0.8,728.0,3.24,36.158,-115.614,NEAR OCEAN,249.6
1.845,34.8,2.46,0.61,1956.0,2.63,39.763,-116.792,<1H OCEAN,136.0
8.593,25.3,10.09,1.97,1553.0,2.8,33.151,-117.328,INLAND,358.7
2.012,38.6,2.84,0.7,1422.0,2.09,36.146,-122.767,NEAR BAY,177.2
1.379,15.3,2.0,0.28,2437.0,3.96,34.736,-119.705,<1H OCEAN,116.0
2.147,34.6,2.0,0.38,217.0,3.21,39.526,-123.19,<1H OCEAN,138.2
1.193,10.0,2.0,0.39,3377.0,3.79,34.658,-116.127,INLAND,62.4
3.807,28.7,5.53,1.05,2321.0,2.92,36.85,-121.39,NEAR BAY,215.4
3.092,49.8,4.2,0.77,3534.0,3.95,40.279,-116.631,INLAND,206.0
2.717,33.0,3.84,0.72,2093.0,1.51,41.196,-116.154,<1H OCEAN,205.0
2.916,3.5,3.15,0.58,2730.0,3.0,39.365,-115.375,INLAND,142.7
2.232,51.4,2.74,0.5,472.0,3.96,36.578,-116.762,NEAR BAY,181.2
0.771,9.0,2.0,0.54,661.0,1.42,37.934,-118.653,<1H OCEAN,94.3
5.172,37.6,6.21,1.28,654.0,3.1,39.052,-118.318,<1H OCEAN,280.1
2.363,28.2,2.58,0.51,339.0,3.46,40.812,-121.094,<1H OCEAN,150.3
1.229,16.0,2.0,0.48,1769.0,2.69,40.941,-122.53,<1H OCEAN,93.7
